Record_ID,Date,Customer_ID,Call_Duration_Minutes,Number_of_Calls_Inbound_Outbound,SMS_Sent_Received,Data_Usage_GB,Data_Session_Count,Peak_Hour_Usage_Time,Streaming_Services_Accessed,International_Usage_Voice_Data,Wi_Fi_Offloading_Ratio,Hotspot_Usage_Yes_No,Hotspot_Usage_MBs_shared,Voice_over_IP_VoIP_Usage_Minutes,Data_Usage_by_App_Category,Peak_vs_Off_Peak_Usage_Ratio,Average_Call_Hold_Time_Seconds,SMS_Delivery_Success_Rate,Data_Throttling_Instances,Cloud_Service_Usage,Gaming_Data_Consumption_GB,Multi_Device_Usage_Patterns,Roaming_Data_Usage_by_Country
80a889da-41d2-4339-9357-fa5657f81151,2026-05-12,CUST-531238,237,13,160,29.51,30,08:00-10:00,YouTube,9.03,0.24,No,0,33,Social,1.96,27,95.06,1,Yes,7.49,Single,N/A
032222c7-48c9-4af1-a775-06adcea05b7b,2026-02-20,CUST-912867,210,20,65,5.79,26,08:00-10:00,Netflix,57.82,0.63,No,0,9,Social,0.76,25,98.52,4,No,1.86,Multiple,N/A
71ec3f3f-c000-494b-9155-21fd825dbaf2,2026-07-10,CUST-902163,268,7,55,18.22,31,08:00-10:00,Netflix,59.69,0.41,No,8178,6,Productivity,1.28,8,99.41,2,Yes,5.77,Single,N/A
c05f6d49-4d8b-4237-87fe-c037bd02f64a,2026-02-18,CUST-390101,32,11,43,28.36,22,18:00-20:00,None,33.68,0.26,No,0,28,Maps,0.56,16,98.05,3,No,0.86,Multiple,N/A
d48ef628-cdb0-4805-973a-59bc7012482c,2025-09-20,CUST-787081,231,45,38,45.24,45,20:00-22:00,Netflix,74.09,0.86,No,0,52,Social,0.63,19,97.12,4,Yes,2.43,Single,N/A
640ab28d-5363-42c3-b847-f39d6d26c7fb,2025-11-30,CUST-588438,151,49,85,36.57,48,12:00-14:00,None,39.6,0.68,No,8748,31,Streaming,0.94,9,97.73,1,No,9.91,Multiple,N/A
63775268-d242-4c4e-8033-61c693bfcca7,2025-10-11,CUST-281106,18,32,37,22.12,50,18:00-20:00,Netflix,74.02,0.88,No,0,47,Streaming,1.9,40,97.48,1,No,7.13,Single,N/A
bfb17e98-d048-4397-8f77-30a9245d4eb1,2025-11-30,CUST-381917,236,40,54,6.04,40,08:00-10:00,Spotify,8.84,0.78,No,0,12,Social,1.04,20,98.03,3,No,0.13,Multiple,N/A
d4effe9e-5857-4995-983d-d4f5cab533f6,2025-08-17,CUST-561642,95,34,91,4.38,48,08:00-10:00,Netflix,70.25,0.72,No,7196,19,Productivity,1.5,39,99.65,3,No,2.58,Single,N/A
33273b88-ce63-4dd3-b2f0-0430e10e5d83,2026-06-14,CUST-941430,93,2,141,49.26,50,12:00-14:00,None,77.39,0.7,No,0,56,Productivity,1.95,34,98.87,3,Yes,3.65,Multiple,N/A
69443026-5b25-4687-842e-87e08764926d,2026-07-16,CUST-118720,239,23,131,42.03,42,18:00-20:00,Spotify,48.93,0.5,No,3901,32,Social,0.81,50,97.15,3,Yes,1.25,Single,N/A
47ff9ea7-d5b5-4566-8650-cac4c686dabc,2025-12-19,CUST-743003,100,35,184,21.72,28,20:00-22:00,Netflix,17.97,0.25,No,8986,41,Social,0.76,43,96.87,3,No,9.75,Single,N/A
2b6b2249-b3c2-450d-b360-c2d08c5c03cc,2025-08-24,CUST-904324,38,31,193,18.01,15,20:00-22:00,None,37.57,0.85,No,0,7,Maps,0.98,31,99.97,4,No,0.6,Multiple,N/A
42c1116b-ff99-4592-8470-bfaddd77a0a5,2026-04-19,CUST-330065,150,48,125,28.15,32,12:00-14:00,YouTube,81.35,0.85,No,0,57,News,0.88,60,96.74,2,No,7.32,Single,N/A
8b21b517-0c62-4b33-a012-61751e56102c,2025-11-08,CUST-328413,205,27,64,38.9,38,08:00-10:00,None,75.86,0.58,Yes,0,4,News,1.32,19,98.96,4,No,7.04,Multiple,N/A
4806f884-8a4b-463c-9535-258efe0958b5,2026-01-30,CUST-598330,287,29,102,19.62,18,08:00-10:00,Netflix,77.45,0.8,No,0,54,Productivity,0.58,16,99.61,3,No,2.42,Single,N/A
26dd5515-32c1-4794-8ba6-a830a3e6c1a3,2025-10-12,CUST-135369,139,27,116,46.66,17,18:00-20:00,Spotify,7.26,0.34,No,0,9,Productivity,0.71,14,98.63,4,Yes,1.2,Single,N/A
91a9aeab-5390-4608-b193-b60ab94ff67e,2026-06-06,CUST-243853,216,24,13,40.19,13,18:00-20:00,YouTube,35.35,0.32,No,0,49,Streaming,0.61,28,96.83,1,No,4.48,Multiple,N/A
a7a56f7b-8ed8-4340-b5e2-2afd45428873,2025-12-07,CUST-619068,106,45,86,1.92,13,12:00-14:00,None,29.71,0.18,No,0,43,Streaming,0.88,6,98.25,4,No,7.4,Multiple,N/A
9696b3df-54ab-48a0-bfef-1dde88e2d634,2025-11-16,CUST-678089,111,46,142,39.71,50,08:00-10:00,Spotify,91.11,0.84,No,0,33,Productivity,0.57,57,98.5,3,Yes,4.35,Single,N/A
16e1b8b0-c342-4cb3-9e64-db09a5a0faad,2025-12-27,CUST-297553,204,19,137,32.36,20,18:00-20:00,Spotify,73.7,0.72,No,0,39,News,1.32,25,99.42,3,Yes,6.51,Single,N/A
5edf4988-fa3c-43c4-ba95-bed1b3940c66,2026-03-14,CUST-314386,83,47,159,46.53,9,20:00-22:00,YouTube,20.89,0.18,No,0,57,News,1.48,43,97.73,2,Yes,6.59,Single,N/A
b3a8ddd9-eb4b-4ed3-aa06-561b11b85195,2026-04-10,CUST-652228,65,33,31,27.56,44,18:00-20:00,Netflix,90.17,0.58,No,0,6,Streaming,0.52,40,99.63,2,No,6.35,Single,N/A
e959b473-71ca-4ceb-90ea-458ec3440efd,2025-09-21,CUST-897262,231,22,138,35.05,28,08:00-10:00,YouTube,58.64,0.5,No,0,26,Productivity,0.67,25,99.6,3,Yes,7.92,Single,N/A
dc07e2ef-ca54-4294-926c-363cc7a7c054,2025-10-09,CUST-223159,162,40,26,9.92,28,08:00-10:00,Spotify,6.75,0.22,No,0,21,Gaming,1.25,39,95.16,4,No,9.92,Single,N/A
fc72233f-1a4e-4437-8deb-2f08cc13f207,2025-10-18,CUST-308465,52,26,53,43.97,40,08:00-10:00,YouTube,97.73,0.88,No,0,42,Productivity,0.86,60,99.05,3,No,8.34,Single,N/A
06ad00ce-f40c-490d-aaa6-469ecccdfbbb,2025-11-02,CUST-697521,243,5,6,46.51,40,20:00-22:00,Netflix,1.59,0.7,No,0,9,Gaming,1.69,19,96.42,4,No,9.38,Single,N/A
8a6caf7b-b556-492d-9e5b-21453b6c9d9c,2025-08-04,CUST-217438,116,47,125,36.66,16,12:00-14:00,None,51.14,0.38,No,8970,25,News,1.03,27,98.75,2,No,4.35,Single,N/A
cfb6913f-7e41-4155-8f4d-294162f47234,2026-02-20,CUST-588793,7,41,73,41.03,49,08:00-10:00,YouTube,79.98,0.38,No,0,26,Gaming,0.53,49,96.18,3,No,1.45,Single,N/A
40354c47-f402-492f-a06c-5e01f9879b1d,2026-02-10,CUST-903923,85,35,59,31.25,15,18:00-20:00,YouTube,86.51,0.24,No,353,37,Productivity,1.15,23,95.41,4,No,5.72,Single,Japan
ff3bb4a5-c7e5-4bb0-9525-9c7cf59aba45,2026-03-26,CUST-656758,190,36,93,46.17,36,08:00-10:00,YouTube,62.19,0.57,No,0,6,Gaming,1.05,45,98.77,2,No,5.48,Single,N/A
94885e51-0cc1-441b-9339-af68c92895e1,2026-03-23,CUST-904180,121,28,51,38.01,37,18:00-20:00,Netflix,91.43,0.31,No,689,11,Maps,1.11,54,97.05,3,Yes,8.1,Multiple,USA
0da45649-6fe0-4b5b-9c2f-a47a39e3da62,2026-07-12,CUST-672605,113,28,98,29.65,5,08:00-10:00,None,64.71,0.4,No,0,57,Productivity,0.68,8,97.67,2,Yes,4.13,Single,N/A
0a503937-244a-4a85-bd19-729ebd21ce6e,2026-01-23,CUST-520737,34,14,163,27.9,27,18:00-20:00,Spotify,88.86,0.14,No,0,36,Social,0.87,15,97.17,1,No,9.93,Single,N/A
4ccc03c2-348b-450b-b7ec-5f6434d9960e,2026-04-17,CUST-327963,186,46,198,12.37,36,08:00-10:00,None,83.11,0.66,No,1153,29,News,1.02,11,96.58,4,Yes,5.88,Multiple,N/A
c9f1130f-14ac-46ca-9603-e93a16df14c4,2025-10-14,CUST-723688,290,9,84,19.45,49,18:00-20:00,Netflix,40.92,0.27,No,0,17,News,0.76,29,95.6,1,Yes,9.03,Multiple,N/A
ae9c6905-82a3-4edc-8035-2938b7289b87,2026-01-25,CUST-347646,30,18,194,31.19,40,18:00-20:00,Netflix,62.56,0.18,No,0,11,News,0.93,25,97.63,5,No,7.06,Single,N/A
fae66c81-d7a3-4702-aa09-ade534ae9c6e,2026-03-09,CUST-804348,228,11,101,30.19,31,12:00-14:00,Spotify,80.05,0.3,No,4765,52,Social,0.61,7,96.04,1,No,1.13,Multiple,N/A
d7c8813c-fe28-4c33-a119-16045094f4c0,2026-06-26,CUST-738199,46,2,173,22.8,28,12:00-14:00,Spotify,72.99,0.28,No,0,57,Productivity,1.76,28,95.49,4,No,8.2,Single,Canada
2e8526fe-d500-44b6-b89c-d9e044b2473d,2026-03-04,CUST-959359,52,33,118,6.16,35,18:00-20:00,YouTube,69.01,0.46,No,0,23,Streaming,1.4,12,99.85,2,Yes,1.97,Multiple,N/A
de4095b6-ff6a-48ad-bf74-bb9d3f1efa93,2026-06-12,CUST-437269,270,8,191,22.36,12,08:00-10:00,YouTube,42.98,0.36,No,0,26,Maps,1.53,8,96.49,3,No,2.42,Multiple,N/A
be27cb5d-f681-48d6-aec1-6d6b8720789e,2026-04-04,CUST-764927,10,15,122,10.89,10,12:00-14:00,YouTube,17.16,0.8,No,0,53,Social,1.59,11,99.48,3,No,2.6,Single,N/A
0ef54d68-b3d6-474f-8863-8c5dd56a20b6,2026-06-18,CUST-158811,299,12,129,14.52,29,20:00-22:00,None,3.62,0.34,No,4926,3,Gaming,0.94,7,97.09,3,No,2.47,Single,N/A
8e198de7-201a-43ea-87e6-c11ce98e0226,2025-08-01,CUST-768716,68,15,73,19.47,13,08:00-10:00,Spotify,58.79,0.73,No,3304,12,Streaming,1.89,39,95.84,1,Yes,8.92,Single,N/A
7df74713-8837-408d-b933-d44cf89fb511,2026-07-20,CUST-794086,239,41,83,42.71,19,20:00-22:00,Spotify,23.44,0.1,No,0,23,Productivity,0.83,28,96.83,2,No,7.32,Multiple,N/A
f708fcaa-9bfd-4d27-ac09-10889ea2e386,2026-07-04,CUST-910898,6,37,150,1.91,22,08:00-10:00,None,33.01,0.11,Yes,0,27,Maps,1.4,40,97.93,0,Yes,4.32,Multiple,Japan
dc7b1055-f96b-4344-b0ff-3da97adc8694,2025-12-21,CUST-290838,84,30,6,20.75,38,20:00-22:00,Spotify,0.14,0.77,No,5143,21,Streaming,1.47,59,96.64,3,Yes,3.18,Multiple,N/A
ed2efa06-6177-438f-a7b7-b953f4494590,2025-12-05,CUST-258938,196,43,110,17.73,17,18:00-20:00,None,79.45,0.61,No,0,10,Gaming,1.17,59,96.8,2,No,7.06,Single,N/A
b6940180-d18c-409f-a1f2-37f36ad028ca,2025-10-11,CUST-840177,114,12,179,34.33,11,18:00-20:00,None,41.75,0.57,No,0,52,Maps,1.16,31,99.02,1,No,1.29,Single,USA
81d30689-c6e3-4f2d-a000-2ac93905b3ab,2026-05-24,CUST-508902,144,40,157,23.03,33,12:00-14:00,Spotify,96.25,0.65,No,0,43,Maps,1.78,54,95.65,0,No,6.72,Multiple,N/A
d4fa482e-0ab2-4211-b443-2842f9e3d7e5,2026-01-17,CUST-938650,182,48,148,5.27,8,18:00-20:00,Spotify,73.81,0.21,No,0,56,Social,0.6,17,95.57,1,No,9.69,Single,N/A
9d7fd44f-b238-4fa9-8861-7cb582c4e89d,2026-01-20,CUST-317612,220,22,26,17.1,36,08:00-10:00,Netflix,86.19,0.76,No,6861,59,Streaming,0.5,38,99.11,3,Yes,0.03,Single,N/A
a29d9fdf-c511-4582-a9f4-ca0f508774ce,2026-03-11,CUST-792377,146,12,183,23.76,33,08:00-10:00,Spotify,71.9,0.54,No,0,49,Social,1.08,32,97.46,1,No,2.44,Single,N/A
9ebb5796-721e-4a7a-be3f-0df4830affa4,2026-02-18,CUST-334234,109,42,156,35.1,45,12:00-14:00,YouTube,66.18,0.69,No,0,8,Streaming,1.11,32,95.19,5,No,1.5,Single,UK
801f9f97-cc88-4954-b273-9a717c35227e,2025-08-05,CUST-195731,263,7,91,3.35,7,08:00-10:00,None,67.91,0.24,Yes,0,38,Streaming,0.9,45,96.82,5,No,5.2,Multiple,N/A
63fb8197-4066-4bf7-98d2-e345769a0ae2,2026-03-13,CUST-554452,198,9,125,41.46,24,08:00-10:00,None,21.52,0.87,Yes,0,7,Maps,0.82,31,97.02,0,No,3.43,Multiple,UK
ea9d7093-0f2b-4b50-aba7-61b6263eaef2,2026-03-09,CUST-467042,83,49,186,35.3,33,18:00-20:00,Netflix,79.64,0.18,No,0,30,Social,1.1,46,99.6,2,Yes,9.25,Multiple,N/A
2443cf3c-9f0f-45cf-b253-ef055b063b25,2026-07-22,CUST-242139,243,15,142,8.59,11,20:00-22:00,YouTube,82.44,0.84,No,0,3,Social,0.71,43,95.71,5,No,3.86,Single,N/A
570d5c73-2c98-4244-918e-ddd23ee1cc39,2026-07-09,CUST-763930,58,49,61,35.86,45,20:00-22:00,None,53.25,0.48,No,0,43,Productivity,1.27,32,99.64,3,No,9.69,Multiple,N/A
fc6abaa4-9583-4366-97ef-333f4e38d760,2026-03-18,CUST-668752,66,49,65,24.11,15,08:00-10:00,None,80.76,0.26,No,0,13,News,1.17,20,96.64,0,Yes,0.46,Single,UK
01556493-0def-40b1-b3a9-6246dff7df94,2026-04-26,CUST-953448,13,39,86,34.87,41,12:00-14:00,Netflix,31.36,0.62,Yes,0,57,Productivity,0.8,58,96.33,5,Yes,0.06,Multiple,N/A
77d73d12-f7d6-469f-8551-4b5b2cfb05f5,2026-05-27,CUST-984262,243,13,179,13.1,10,12:00-14:00,None,30.71,0.55,No,0,46,Streaming,1.93,19,97.41,4,Yes,5.02,Single,N/A
a227af23-5750-4bdf-ab66-dba9cbbe5c0a,2026-01-10,CUST-846440,226,45,61,35.82,48,18:00-20:00,Netflix,40.3,0.64,Yes,0,19,News,1.74,52,99.51,0,No,3.85,Single,N/A
ccfb2323-b945-4e1f-bcc0-55dc075a6d27,2026-02-23,CUST-908558,262,10,55,22.95,7,20:00-22:00,Spotify,15.57,0.48,No,0,52,Productivity,1,42,95.98,1,No,5.7,Multiple,N/A
517f8a70-ffa4-4c56-b8e5-5e95398e5453,2026-06-24,CUST-455150,175,16,5,27.76,35,08:00-10:00,YouTube,84.74,0.11,No,0,48,Gaming,1.19,46,97.44,3,No,4.33,Single,N/A
6f89219d-cfb4-4031-9332-cc2b481e1545,2026-03-10,CUST-702384,84,38,187,38.11,35,08:00-10:00,YouTube,19.99,0.34,No,0,24,Productivity,0.51,28,97.97,3,Yes,5.43,Single,N/A
21f0accc-92ac-4e42-b535-4af5b9812e34,2026-02-07,CUST-135935,44,33,90,8.46,23,20:00-22:00,Spotify,93.4,0.44,No,0,14,Maps,0.57,5,98.4,1,No,2.68,Multiple,N/A
ac100561-b8a0-49f3-9ec4-f988b34f4a82,2025-12-07,CUST-926091,223,11,39,13.73,22,18:00-20:00,None,57.54,0.23,No,0,11,Streaming,1.7,53,95.03,2,No,9.02,Single,N/A
3a55b156-1b66-4625-b63a-c1d7e68d9653,2025-12-12,CUST-149272,26,32,176,23.18,8,08:00-10:00,Spotify,72.76,0.69,No,6109,2,Productivity,0.93,11,97.67,0,No,3.8,Multiple,N/A
46b5c247-0b16-4db6-be3e-47fcb86764c7,2026-05-28,CUST-800280,175,2,73,16.63,13,18:00-20:00,YouTube,18.45,0.15,No,0,54,Maps,1.61,18,97.4,1,Yes,6.46,Single,N/A
56df50dd-30fd-46e7-a6cd-7c0c9ec3c53f,2026-02-28,CUST-118499,149,1,19,12.2,28,12:00-14:00,None,23.06,0.4,No,0,43,Gaming,0.87,6,95.05,3,No,5.86,Multiple,N/A
17f7398c-cbca-42a2-8609-3a3476a9c50b,2025-11-08,CUST-457186,148,21,59,4.61,33,18:00-20:00,YouTube,75.42,0.29,No,0,28,News,0.82,38,95.7,0,No,9.33,Single,N/A
9e1788e4-fe59-4cb4-bbdf-a93b609f17ae,2026-03-01,CUST-200066,29,33,157,48.04,48,08:00-10:00,None,6.91,0.4,No,0,46,Gaming,1.57,12,96.49,1,No,2.26,Multiple,N/A
eb11e2b8-ffa5-4464-a3fb-addae7429e48,2025-08-01,CUST-995182,131,43,100,22.08,41,20:00-22:00,YouTube,46.37,0.32,No,0,37,Maps,1.25,9,96.83,0,No,6.91,Multiple,N/A
ab573fe3-2efa-41f2-a858-fb14adc78390,2026-04-10,CUST-336814,54,42,46,49.15,12,18:00-20:00,YouTube,0.37,0.16,No,0,14,Productivity,1.62,6,99.47,5,No,8.63,Single,N/A
bff48864-fb6a-4aaa-9a5c-52871744ee45,2026-06-01,CUST-522344,298,23,79,4.26,34,12:00-14:00,Spotify,52.59,0.58,No,0,30,Social,1.19,51,96.91,5,No,0.01,Single,N/A
b891f9c9-3ea2-4a32-a9e0-4f6539b7ced3,2026-07-02,CUST-232747,217,8,199,16.11,17,18:00-20:00,None,99.93,0.26,No,0,35,Productivity,1.92,29,99.7,0,Yes,3.42,Single,N/A
457f40f9-94f6-47f6-8e51-2e0fa48dd731,2025-12-19,CUST-939543,124,25,138,39.62,20,18:00-20:00,YouTube,35.69,0.59,Yes,0,2,Streaming,1.19,55,97.88,4,No,2.28,Single,N/A
71f176fa-1d4e-49d7-b570-8b2f55182158,2026-07-15,CUST-988369,42,30,151,17.11,29,20:00-22:00,YouTube,41.75,0.32,No,0,27,News,1.66,29,95.7,2,No,0.81,Single,N/A
52868e3e-cd88-4fcb-b4c9-f41901d59d86,2025-09-03,CUST-412965,50,10,112,2.57,24,18:00-20:00,Spotify,49.42,0.82,No,0,30,Productivity,2,40,99.46,5,Yes,9.48,Single,N/A
b664d5a5-852e-4c31-8f0a-7589363a61ee,2026-05-25,CUST-817434,287,39,59,22.27,17,18:00-20:00,Netflix,92.34,0.11,No,0,45,Maps,1.25,39,96.83,4,No,4.63,Multiple,N/A
ce9a2f19-d3b4-4741-9036-f0ca4aeb4554,2025-08-15,CUST-309623,25,8,9,2.83,21,08:00-10:00,YouTube,79.35,0.3,No,0,9,Maps,1.37,12,97.75,2,No,3.72,Multiple,N/A
0bd66d02-cbce-44ee-a36a-c51412f2a713,2025-10-13,CUST-504993,178,13,76,9.21,18,20:00-22:00,Netflix,39.71,0.32,No,0,52,Productivity,1.8,45,96.74,2,No,9.48,Multiple,N/A
3c1aded2-1884-4526-90a9-f4dbc2e571bd,2025-11-28,CUST-568405,234,25,127,0.23,7,12:00-14:00,None,48.72,0.65,Yes,8399,58,News,1.6,53,95.06,2,Yes,5.88,Single,N/A
3d2a35c0-8984-4fb8-84e4-7e3c1b463e9c,2025-11-22,CUST-240564,116,11,22,1.66,49,18:00-20:00,Netflix,95.32,0.13,No,1857,52,Social,1.83,53,96.03,4,No,1.3,Multiple,N/A
239801a9-1280-4381-8cc6-1366824f76fd,2026-06-17,CUST-377628,262,19,51,33.8,25,08:00-10:00,Netflix,43,0.43,No,0,9,Gaming,1.22,31,97.85,1,No,3.22,Multiple,N/A
bf1c2ff3-b9f5-483c-9bdb-ab707b2c0dc9,2025-10-29,CUST-889628,211,32,195,30.49,30,18:00-20:00,None,24.98,0.59,No,0,13,Streaming,1.74,52,96.34,0,No,3.49,Single,N/A
a9355667-ddb8-4e03-b42a-e8fd26dd6206,2025-07-29,CUST-742741,179,29,20,47.99,16,08:00-10:00,Netflix,63.66,0.56,No,0,21,News,0.57,35,97.76,2,Yes,9.47,Single,N/A
60d7dcd9-e7db-4784-8f5c-98ff86cf06af,2026-01-04,CUST-377157,277,33,82,28.5,27,12:00-14:00,YouTube,65.56,0.31,No,0,3,Productivity,1.63,58,97.7,5,No,5.98,Single,N/A
47718955-15ab-4afb-ba38-f38efc37f586,2026-07-13,CUST-951134,40,43,128,25.96,23,20:00-22:00,YouTube,62.72,0.87,Yes,0,6,News,0.73,22,96.14,1,No,5.18,Multiple,N/A
3034b23c-fac6-4f27-903f-e991499e09f9,2025-08-23,CUST-238761,153,12,55,43.44,40,18:00-20:00,None,61.83,0.11,Yes,0,20,Streaming,0.85,10,96.36,3,No,0.5,Multiple,N/A
bcbb6dcb-d4dc-458b-bc31-e599087873f2,2026-04-03,CUST-329861,245,48,112,13.06,14,12:00-14:00,YouTube,3.81,0.42,No,0,37,Gaming,1.96,38,98.83,3,No,7.12,Multiple,N/A
1d23dd95-4a3c-464e-bd37-bcf94cbe4129,2026-03-11,CUST-948221,78,11,90,41.93,19,12:00-14:00,YouTube,31.58,0.6,No,0,36,Social,1.43,46,98.24,0,No,4.78,Multiple,N/A
b3be1f68-a06b-48bc-9b73-eda9a77aa190,2026-04-25,CUST-133393,115,9,134,36.46,30,18:00-20:00,YouTube,62.23,0.68,No,0,28,Streaming,1.02,7,99.65,5,No,8.09,Single,N/A
0dc721c0-c53b-439c-ba37-74d744a9f289,2026-03-03,CUST-887715,211,37,48,42.86,21,20:00-22:00,None,44.8,0.4,Yes,0,59,Productivity,0.52,49,96.68,4,No,8.02,Multiple,N/A
315dba1e-1edd-4d51-9946-e3f71778a544,2026-05-22,CUST-636966,137,35,81,6.08,5,12:00-14:00,Spotify,14.67,0.26,No,0,22,Productivity,1.76,54,99.08,1,No,2.89,Single,N/A
418fa79e-156d-4ff0-b112-540bdc11579c,2025-08-01,CUST-381121,286,49,32,12.42,14,20:00-22:00,None,47.1,0.46,No,0,34,Productivity,1.38,33,97.56,5,No,2.97,Single,France
5bf51572-b76f-492b-b2b6-4783e1798852,2026-05-05,CUST-289255,245,43,182,38.15,31,20:00-22:00,Spotify,14.86,0.44,Yes,0,17,Maps,0.73,40,95.67,4,No,4.11,Single,N/A
ef17eaf3-de38-4106-b0ad-2e2266b05d67,2026-02-04,CUST-809049,188,41,152,49.26,48,18:00-20:00,None,25.52,0.43,No,8149,12,Social,0.73,22,96.37,3,No,9.31,Multiple,N/A
0135a2a1-2cc9-4080-8e3b-2c9f0f022734,2026-05-04,CUST-476111,197,45,165,10.1,26,18:00-20:00,None,58.17,0.77,Yes,0,48,Productivity,1.18,56,97.78,3,No,4.63,Single,N/A
05cfc1cc-267d-41a7-987f-2b18f83a87ed,2025-08-24,CUST-387402,144,47,19,45.17,30,12:00-14:00,None,77.25,0.5,No,0,10,Productivity,1.16,47,96.31,4,No,0.28,Single,N/A
9745ca6c-9e76-4fb3-9f1b-0651a5502bc0,2025-09-14,CUST-418894,178,4,100,29.67,41,08:00-10:00,Spotify,0.61,0.33,No,0,43,Productivity,0.89,43,96.05,2,Yes,6.66,Single,N/A
5169b6b1-d08c-41e1-a1f0-965214b22dc0,2025-11-24,CUST-797555,62,7,59,15.51,40,18:00-20:00,YouTube,55.53,0.32,No,0,12,Gaming,1.32,30,98.58,2,No,0.76,Multiple,N/A
636e9c7f-54a7-439f-b888-839b20a1e251,2026-01-20,CUST-368460,145,19,124,19.04,12,18:00-20:00,Spotify,87.02,0.86,No,0,4,Productivity,1.32,27,96.91,2,No,0.01,Single,USA
17ffddf3-e2b9-402d-8dab-a7ca4661a4ba,2025-10-08,CUST-103052,78,48,113,37.9,14,18:00-20:00,Netflix,34.16,0.89,Yes,0,18,Gaming,0.79,40,95.38,1,No,9.2,Single,N/A
e0a22299-5c37-49b6-af5c-5232a6c011f5,2026-03-24,CUST-543767,247,35,175,13.59,19,08:00-10:00,Netflix,8.61,0.37,No,0,37,Gaming,0.68,39,95.28,1,No,2.26,Multiple,N/A
c0e2cff7-c2b8-4dc6-b9e0-6b3ef188276c,2025-09-18,CUST-888962,227,6,38,4.2,29,12:00-14:00,Spotify,9.56,0.2,No,0,23,Gaming,1.94,45,99.55,2,No,6.81,Single,N/A
0aec0c1c-efd7-4c49-a6f4-ae0e4fa482a6,2025-09-12,CUST-473960,13,34,143,23.37,30,20:00-22:00,Spotify,74,0.36,Yes,0,51,Streaming,1.6,15,96.96,5,No,6.27,Single,N/A
3624964d-7e01-402e-af40-40a5bdb161af,2026-04-01,CUST-108107,34,26,140,12.15,28,08:00-10:00,YouTube,70.03,0.55,No,0,2,Gaming,1.62,20,98.22,1,No,2.57,Single,N/A
cfdfc5d2-5b3c-4fb7-a42d-454526edb528,2026-06-11,CUST-641686,133,25,23,32.04,25,12:00-14:00,None,93.86,0.76,No,0,10,Social,1.89,23,97.44,3,Yes,9.54,Multiple,N/A
8557ddd5-2948-43c0-b0b5-e65a25a8c8e0,2025-12-08,CUST-421222,159,12,75,1.21,49,18:00-20:00,None,85.35,0.63,No,0,55,Streaming,1.3,33,95.06,2,No,4.27,Multiple,N/A
27058bba-ff6a-44ff-82b1-03007473335e,2026-04-09,CUST-838899,196,37,61,30.42,31,20:00-22:00,Spotify,44.9,0.61,No,0,41,Social,1.19,23,98.83,1,No,3.9,Multiple,N/A
246f3959-6fab-4f2c-b6d8-f6b8c9d51afd,2026-06-27,CUST-780163,76,9,129,21.9,40,08:00-10:00,Netflix,79.23,0.26,No,0,40,Social,1.85,24,96.09,4,No,5.12,Multiple,N/A
105ce0ae-e971-437c-9b53-c1019c5c8f3a,2025-11-16,CUST-714252,206,14,115,46.09,26,12:00-14:00,None,48.93,0.84,No,0,54,Social,1.05,15,96.24,3,Yes,6.66,Multiple,N/A
6666c733-1f64-4ad5-a228-241179a79d03,2025-09-18,CUST-306107,293,32,184,25.89,42,18:00-20:00,Netflix,83.3,0.65,No,2775,7,Gaming,1.98,10,95.91,1,No,8.71,Single,N/A
a4bd2de6-f9c5-4b56-8bd0-6216666f9f4d,2025-08-16,CUST-888755,69,49,152,44.19,6,20:00-22:00,YouTube,87.09,0.27,No,0,9,News,1.49,31,95.86,3,Yes,4.68,Single,N/A
a459cd4e-2549-4c3c-8ba9-3d3267b254fe,2026-02-19,CUST-155145,187,31,136,44.13,26,20:00-22:00,Spotify,6.15,0.29,Yes,0,36,Social,1.82,59,98.52,4,No,2.29,Single,N/A
36fb17f5-a003-4ab8-a759-af858d4986f4,2025-11-03,CUST-618538,238,10,109,46.24,39,18:00-20:00,None,53.16,0.41,No,0,54,Social,1.13,22,99.83,5,No,2.92,Multiple,N/A
81a73b3a-2fd5-450c-9901-987a33827143,2025-09-20,CUST-996836,255,43,141,6.73,47,18:00-20:00,YouTube,90.58,0.71,No,0,41,Social,0.89,24,99.89,3,Yes,4.85,Single,N/A
15078ff1-356b-4ddb-8a08-e8ad04b11bfc,2025-11-15,CUST-432162,238,5,160,9.41,24,12:00-14:00,Spotify,77.29,0.56,No,0,53,Streaming,0.56,6,96.95,4,Yes,0.21,Multiple,N/A
fe31538a-c884-4512-bfa2-ee77a6fa712b,2026-03-05,CUST-133434,101,5,130,43.02,49,12:00-14:00,None,84.63,0.24,No,0,12,Streaming,0.96,14,98.93,1,Yes,0.88,Single,N/A
2497f609-7245-4f4b-8a24-08b7adb5cbe1,2026-05-24,CUST-869564,267,42,148,31.06,17,20:00-22:00,Netflix,43.26,0.51,No,0,41,Social,1.2,9,99.15,2,No,2.91,Single,N/A
04334d87-09e2-4d8e-a0aa-2c92fa5e315b,2025-10-10,CUST-916586,42,30,191,20.17,30,08:00-10:00,Netflix,71.56,0.82,No,3927,15,Productivity,1.17,25,97.59,4,No,2.72,Single,N/A
