Record_ID,Date,Campaign_ID,Campaign_Type,Marketing_Channel,Click_Through_Rate_CTR,Conversion_Rate,Offer_Redemption_Rate,Opt_Out_Rate,Campaign_Segment,Campaign_Cost_per_Customer,Upsell_Success_Rate,Cross_Product_Adoption_Rate,Campaign_Engagement_Rate,Cost_per_Acquisition_CPA,Retention_Campaign_ROI,A_B_Testing_Conversion_Lift,Social_Media_Campaign_Effectiveness,Personalized_Offer_Acceptance_Rate,Campaign_Response_Time_Avg_Hrs,Customer_Segment_Response_Variance,Marketing_Channel_Cost_Efficiency
8d59b7d3-ebfc-4a9b-96ed-8a617c59f9f5,2025-10-17,CAMP-1975,Promotional,Website Banner,4.56,3.85,25.81,1.73,Behavioral,2.14,14.34,8.39,20.02,57.73,145.91,7.94,0.55,11.33,24,0.16,0.74
69b25924-7a59-4197-9792-fc730ed9bf31,2026-03-18,CAMP-3074,Upsell,App Push,3.9,1.98,22.45,3.51,Geographic,9.72,5.41,2.94,21.47,93.24,240.43,2.43,0.66,47.14,30,0.45,0.71
b148cfc7-738f-4550-b5ba-18a401dcc1a0,2026-03-19,CAMP-5441,Retention,Website Banner,5.1,2.01,11.8,0.38,Geographic,1.22,14.66,4.82,14.69,99.78,159.88,2.44,0.97,40.62,42,0.48,0.69
583a30a9-ad79-4fc6-8b3d-84991a0861b2,2025-09-17,CAMP-8352,Retention,App Push,4.46,3.84,18.17,3.63,Demographic,1.62,8.45,8,20.48,24.52,67.67,0.96,0.67,46.93,7,0.12,0.62
b5338e39-d380-4f00-856a-7bb54ea9e90c,2025-09-13,CAMP-1339,Retention,Email,7.75,4.7,6.01,0.16,Behavioral,9.33,13.14,1.37,5.16,58.42,120.39,5.75,0.51,22,24,0.35,0.64
ada6c178-732a-4dc4-a0c1-f7ea86c49922,2026-06-02,CAMP-6393,Retention,Email,4.21,4.89,20.77,2.54,Behavioral,2.59,2.18,5.7,8.7,87.33,230.45,7.9,0.91,26.09,2,0.14,0.89
88d8c838-7222-4fcd-a8a2-ec8396259ef8,2025-11-25,CAMP-9215,Retention,SMS,1.5,0.82,6.2,1.39,Behavioral,1.84,9.34,3.21,24.08,85.19,131.36,8.58,0.67,22.17,32,0.16,0.64
c124f63a-f53a-448d-b269-ef1c21ec1805,2026-06-01,CAMP-4148,Retention,App Push,4.74,1.71,6.85,3.9,Demographic,9.59,10.3,2.45,21.31,35.39,285.93,-0.4,0.98,32.15,14,0.34,0.84
caf25957-c4e7-41dc-86a8-47b2387031e2,2026-07-20,CAMP-7019,Upsell,Social Media,7.02,3.93,21.36,2.6,Geographic,4.89,1.33,9.53,24.43,79.9,161.32,0.99,0.83,36.61,20,0.35,0.81
1b191e23-d4eb-4245-b6db-3825e2c488f4,2025-10-06,CAMP-9792,Retention,Email,4.13,0.81,13.83,2.58,Behavioral,3.11,9.28,5.08,27.58,68.56,78.23,2.37,0.56,48.18,32,0.21,1
ac838559-3107-45a9-9c73-a5490908908d,2025-12-20,CAMP-4900,Promotional,Email,9.98,3.86,12.65,0.53,Behavioral,6.33,12.08,8.6,12.84,83.52,264.08,-1.88,0.92,23.68,12,0.5,0.71
7d70140e-f682-4d05-a11b-b2edb04460f8,2026-01-10,CAMP-9320,Awareness,SMS,8.18,1.37,9.76,3.58,Behavioral,7.49,4.11,3.65,27.22,21.27,224.67,3.58,0.95,44.29,19,0.41,0.81
d41b92fd-a321-495f-999a-646a3816fe2d,2025-12-21,CAMP-4476,Awareness,SMS,1.21,2.81,26.93,1.18,Demographic,8.47,2.4,8.44,11.35,85.18,197.34,4.8,0.72,24.71,23,0.27,0.97
096bd591-c8c4-44d7-8f71-d3d4feff7e4b,2026-07-04,CAMP-4888,Promotional,App Push,1.49,4.49,16.28,2.03,Demographic,1.77,10.08,6.92,22.72,29.96,276.43,2.83,0.81,38.43,11,0.15,0.88
00ef5395-7acb-49a7-af33-dd82bc38cc98,2026-06-24,CAMP-9450,Awareness,App Push,7.06,2.42,6.65,3.76,Geographic,2.76,4.65,8.69,13.34,92.89,127.5,8.86,0.83,39.29,43,0.36,0.81
b475853a-894a-4cf2-af61-6d899ccd38d9,2025-12-03,CAMP-6088,Upsell,Social Media,3.07,4.7,15.12,1.53,Behavioral,8.01,7.54,9.68,28.34,36.21,291.21,3.24,0.88,32.1,11,0.33,0.77
1896464b-1207-4d03-a2d7-088883c68a57,2026-04-25,CAMP-9692,Awareness,Website Banner,2.12,4.63,29.68,4.83,Behavioral,9.42,8.7,1.77,15.63,27.23,236.46,3.29,0.7,48.87,25,0.31,0.76
4c552b7c-235a-476b-b6f7-6b412f0f6871,2026-02-11,CAMP-5984,Promotional,SMS,8.01,2.6,19.1,0.44,Demographic,9.52,6.43,8.91,21.59,83.18,125.15,2.32,0.72,14.34,17,0.32,0.77
1c0f7e89-bf78-4c2e-a7b5-849e464ce521,2026-01-07,CAMP-9401,Upsell,Social Media,1.39,3.94,14.47,3.89,Demographic,6.96,10.35,5.52,5.51,19.29,213.51,7.46,0.59,12.32,35,0.14,0.9
6fab4baf-7906-47b1-bb37-e232997db413,2025-11-14,CAMP-6935,Upsell,Email,5.09,0.9,26.43,0.9,Demographic,8.63,4.08,2.54,10.15,14.96,278.35,3.41,0.53,24.74,42,0.17,0.98
58c0d89b-71cd-4348-ae21-1a8ca9cbfc9d,2025-12-27,CAMP-7888,Promotional,Website Banner,1.86,2.03,10.94,0.93,Behavioral,2.13,10.68,9.57,24.95,83.11,265.18,-1.05,0.98,40.3,14,0.37,0.61
7fff42d7-e5cb-4c81-8d8c-277b8c74d25c,2026-07-14,CAMP-2575,Awareness,Social Media,1.78,3.48,10.72,2.96,Geographic,1.68,14.34,4.32,23.65,64.03,53.36,5.49,0.88,37.23,28,0.27,0.98
f3e9d3aa-0f7b-4dd5-9709-47f8629432cd,2026-06-23,CAMP-1295,Retention,App Push,3.76,4.12,12.7,1.79,Behavioral,2.25,6.5,7.84,5.36,58.45,195.75,6.77,0.85,34.12,8,0.43,0.82
38e32d7a-30f0-443c-b815-89ca3f833fcd,2026-03-04,CAMP-6405,Retention,Email,6.74,1.36,22.44,0.1,Behavioral,9.24,13.66,3.41,12.55,67.39,60.23,7.65,0.61,45.43,14,0.35,0.82
8b7532fe-3fac-4422-b848-13f72858a8df,2025-08-14,CAMP-7171,Upsell,Email,6.05,4.32,9.9,1.91,Demographic,5.71,1.05,1.94,10.75,80.84,119.18,2.18,0.79,48.37,27,0.13,0.62
0a222d88-8702-40cd-86b3-639923014f15,2026-01-23,CAMP-1308,Promotional,Email,9.13,3.63,24.35,1,Demographic,7.31,2.5,8.6,12.35,99.32,186.76,8.71,0.62,26.38,29,0.28,0.84
87b824b9-849f-455b-b32f-3bc2b72cf153,2026-06-16,CAMP-6358,Awareness,Website Banner,1.36,0.52,23.86,2.39,Geographic,7.51,6.66,3.21,18,67.1,99.62,1.82,0.94,24.63,11,0.35,0.88
0d45d7e1-8dad-46a6-b2b1-308e2ebf5a75,2026-04-22,CAMP-6309,Retention,SMS,1.04,4.73,13.61,4.45,Geographic,1.12,4.53,9.59,9.02,85.91,150.7,4.98,0.84,13.44,4,0.13,0.99
4be06a5e-ad25-4a66-bea6-af5b602eadbc,2026-02-13,CAMP-9540,Retention,App Push,2.25,2.72,18.34,1.82,Demographic,0.65,13.25,6.85,6.87,69.47,288.73,8.75,0.73,48.71,25,0.15,0.93
113ff357-1020-4780-a28d-71b8fbec50d8,2026-07-24,CAMP-1109,Upsell,SMS,7.21,4.32,29,1.43,Behavioral,3.97,4.98,1.68,17.72,65.04,183.14,5.3,0.71,28.35,32,0.21,0.9
39aa6a53-1803-48d0-8717-fede92275803,2025-09-14,CAMP-4341,Promotional,App Push,9.16,1.88,27.38,3.41,Geographic,8.42,10.75,9.1,25.99,62.59,231.69,4.98,0.8,13.62,39,0.43,0.76
bfd8fb26-0513-4634-9aac-d2fbd4be91a2,2025-09-12,CAMP-4908,Retention,Website Banner,8.39,3.24,19.43,3.45,Behavioral,2.09,8.38,2.43,10.03,88.24,216.81,3.25,0.66,15.81,10,0.49,0.64
cc24b44d-3c6e-4fad-9b24-b7d0103c7c47,2025-08-14,CAMP-9967,Retention,SMS,4.76,1.26,20.26,4.17,Geographic,4.44,13.87,5.37,11.85,47.43,206.42,1.05,0.57,15.72,43,0.45,0.66
6ae0e728-3a5e-4f0e-bb0b-96e223899b31,2026-02-20,CAMP-4588,Awareness,Email,8.5,2.66,10.18,1.92,Geographic,8.55,10.69,8.34,8.02,94.18,85.95,0.48,0.53,29.45,16,0.35,0.95
b7bf65e6-5939-44d1-861f-2ddaaef41f57,2026-01-28,CAMP-8547,Awareness,Social Media,5.58,4.47,14.42,1.23,Behavioral,7.18,11.39,4.64,24.04,82.61,297.48,1.78,0.95,37.09,16,0.18,0.72
ed417813-a446-4e9c-acf2-ac95991c0bea,2026-06-14,CAMP-5930,Awareness,Social Media,6.44,4.42,12.48,2.69,Behavioral,9.76,8.77,6.95,28.01,22.78,278.72,-1.11,0.7,21.27,18,0.21,0.9
c0924e3d-d3d2-42f4-91b4-799778b78701,2026-07-05,CAMP-2684,Retention,Website Banner,1.91,1.29,28.54,1.51,Behavioral,5.97,12.43,5.68,23.36,26.58,190.6,5.97,0.87,15.75,3,0.4,0.87
d8986d44-829f-42a5-a59a-c17d8f86c466,2026-02-12,CAMP-1021,Awareness,Social Media,7.34,4.3,14.87,4.47,Behavioral,2.75,4.19,8.05,9.5,91.81,146.01,5.3,0.72,13.6,17,0.26,0.99
999f13e5-bfbb-4c87-8518-26ed318a07cf,2025-12-30,CAMP-1353,Upsell,Email,9.1,1.5,7.96,4.37,Geographic,8.47,1.46,7.25,18.52,39.22,165.94,0.15,0.92,17.73,41,0.13,0.94
84d947b8-9c7b-439a-83db-e12de88e6384,2026-01-07,CAMP-8924,Retention,SMS,2.93,0.61,24.66,1.98,Behavioral,7.16,7.53,5.84,9.7,98.9,94.15,1.87,0.6,25.6,14,0.45,0.86
740c2fcf-16d3-41d0-a3d0-5544dc810a7b,2026-04-26,CAMP-3488,Upsell,Social Media,2.94,3.76,17.84,1.08,Demographic,4.93,13.35,7.66,9.92,54.31,239.01,6.64,0.96,47.9,39,0.49,0.97
dbaa28a0-6b9c-4ce3-916d-3499867be008,2026-04-27,CAMP-4792,Upsell,Social Media,8.5,3.52,25.51,4.7,Behavioral,3.29,4.3,9.93,17.69,64.1,72.86,3.1,0.9,29.51,22,0.41,0.61
0b074420-b2e8-49f6-81e6-82298ec6df84,2026-07-10,CAMP-8207,Awareness,Email,1.8,2.31,26.06,2.53,Geographic,0.63,12.95,6,24.94,91.32,260.78,5.73,0.64,33.96,25,0.13,0.63
28abb1b4-5dc3-48c9-a0dd-0937cfa60b52,2026-04-27,CAMP-7555,Upsell,Social Media,2.46,4,20.05,3.37,Behavioral,4.75,6.12,3.27,20.34,82.5,171.48,9.54,0.89,12.1,29,0.43,0.7
4de00c89-610b-495e-acd6-0fd2bd871783,2025-11-22,CAMP-8260,Retention,Website Banner,4.96,3.21,11.87,1.51,Behavioral,1.34,7.7,6.18,21.96,32.72,197.57,9.72,0.87,40.65,10,0.16,0.81
946d61dd-9a36-4e37-b6d3-4c49489ee52a,2026-01-01,CAMP-4926,Promotional,Website Banner,5.25,0.76,21.84,2.61,Demographic,8.27,5.06,9.37,15.32,11.68,89.39,-1.24,0.82,13.32,22,0.18,0.62
773f51a6-d4d1-491f-bb99-ad4cd40e5645,2026-05-15,CAMP-8548,Promotional,Website Banner,1.72,1.53,29.14,0.71,Demographic,6.58,2.09,3.18,21.59,83.98,197.56,3.63,0.6,38.48,37,0.36,0.92
05e4393a-d4ae-4f20-a18a-ac8fa43ef4c6,2026-06-15,CAMP-4376,Awareness,Social Media,5.4,3.73,26.62,0.53,Behavioral,3.09,9.2,8.44,23.23,84.66,261.89,7.94,0.79,14.25,43,0.13,0.73
ce1cc80d-1f4e-4807-bd9c-fbfeca49d4db,2026-06-05,CAMP-5362,Awareness,SMS,5.29,0.79,20.28,2.67,Behavioral,4.99,14.13,1.23,6.43,73.53,227.1,9.24,0.65,18.84,11,0.39,0.81
7ad7b3e3-d1c3-4329-9b5f-ae05c8df5265,2025-09-27,CAMP-9100,Upsell,Social Media,2.24,1.48,6.23,2.87,Geographic,1.38,10.7,2.97,9.64,16.81,84.17,0.5,0.94,13.69,7,0.49,0.94
68c6e4e2-af55-48b6-b860-837f44bab285,2025-07-24,CAMP-3147,Promotional,App Push,7.36,0.62,13.19,1.2,Geographic,8.47,8.19,7.71,19.1,28,290.47,8.32,0.87,27.61,27,0.45,0.97
b0bed1d9-2e56-4044-8a7b-897a114f7b72,2025-10-13,CAMP-1520,Upsell,Email,2.31,2.13,6.65,1.59,Behavioral,6.06,12.24,1.26,26.16,66.88,180.83,0.48,0.94,22.78,9,0.33,0.95
921d11ab-3143-416f-864e-e108290bb9cd,2025-12-20,CAMP-8713,Retention,Email,5.77,3.23,8.78,3.36,Demographic,8.48,6.52,1.22,19.03,82.94,146.15,3.53,0.75,31.85,40,0.38,0.66
73df6d67-0325-4303-a657-d89c712e7abe,2026-06-16,CAMP-8868,Awareness,Website Banner,7.81,3.61,26.84,4.69,Behavioral,6.55,10.1,8.91,13.46,48,112.82,0.53,0.68,28.77,47,0.45,0.98
16cfc8b2-5fb6-4630-a144-2d621635e244,2025-10-21,CAMP-8740,Promotional,App Push,2.24,0.52,15.63,3.8,Demographic,0.95,12.57,8.48,14.03,31.56,255.02,1.79,0.95,12.13,46,0.46,0.97
80183c74-6728-4076-ad8b-586d0f393b22,2026-06-24,CAMP-1722,Retention,App Push,5.96,1.92,22.62,0.5,Geographic,9.5,8.89,2.8,26.64,56.93,119.14,0.32,0.57,21.25,27,0.47,0.88
33115d2c-ed54-4066-b914-764cb2ac374c,2026-04-29,CAMP-1050,Promotional,Social Media,2.55,0.57,6.87,2.99,Behavioral,8.17,4.13,6.17,25.7,76.14,66.57,4.32,0.65,12.35,14,0.2,0.72
222366bb-bc2f-4175-8ade-71dea6814211,2026-01-14,CAMP-6430,Retention,Email,3.89,1.62,12.5,3.46,Behavioral,1.8,6.22,7.72,12.7,10.44,208.67,8.45,0.91,19.26,22,0.45,0.62
6e3ac449-a3f1-469d-854c-8f2c9027f1ce,2025-12-28,CAMP-3896,Retention,Website Banner,1.37,1.95,12.63,1.68,Geographic,8.02,5.2,8.35,16.8,88.27,190.09,4.08,0.91,17.95,41,0.11,0.87
47e45b44-3282-49b6-b34d-7b7d30ccf8fa,2026-05-27,CAMP-6836,Retention,Social Media,3.39,3.24,24.79,0.77,Demographic,4.29,12.45,8.43,29.6,38.6,71.1,-0.64,0.85,12.69,17,0.44,0.91
e6b5f4c6-00e0-4a56-8814-5823d423bece,2026-04-21,CAMP-6745,Awareness,App Push,2.3,1.03,20.68,4.26,Behavioral,3.06,3.13,1.17,29.96,86.68,246.13,3.46,0.71,27.14,2,0.39,0.6
d205f752-08ad-495e-9de1-3d823d5439d1,2026-07-17,CAMP-8039,Promotional,SMS,2.33,2.51,25.84,4.64,Geographic,4.4,5.13,3.76,7.09,35.52,270.16,9.06,0.54,30.3,38,0.1,0.85
78c96753-205f-4ed0-8fb5-d9e589554498,2026-05-22,CAMP-7934,Promotional,App Push,7.2,1.14,8.59,0.86,Geographic,2.61,4.28,1.48,11.69,75.05,191.05,-0.52,0.86,23.09,45,0.28,0.76
87b9ca80-a350-4c1c-a4d9-cde2c4e1901d,2025-09-25,CAMP-8406,Upsell,Social Media,6.06,2.87,13.92,4.07,Behavioral,2.99,11.27,9.39,10.71,28.05,81.23,4.44,0.85,37.34,17,0.38,1
f7a485e3-1fb1-4207-836d-f1ebacd2dd45,2026-03-14,CAMP-1815,Promotional,Email,9.91,3.11,14.79,0.33,Behavioral,5.43,7.07,9.61,21.38,14.47,145.73,-1.25,0.77,45.15,37,0.48,0.99
d2e14114-11b7-40a2-80db-d4ff4f44d9d6,2026-06-28,CAMP-3117,Awareness,SMS,8.54,1.45,14.46,0.36,Behavioral,8,13.47,5.82,29.34,47.68,194.83,-1.46,0.62,35.62,24,0.34,0.87
e813338f-e692-4500-975a-ae130f8c6b0e,2025-08-06,CAMP-6152,Retention,Social Media,4.45,0.54,19.95,1.96,Behavioral,4.08,1.49,9.18,26.54,28.36,129.7,8.78,0.95,30.96,8,0.12,0.95
08f95914-1142-4ab1-b780-082f42907c0c,2026-03-07,CAMP-6434,Promotional,Website Banner,8.17,2.24,25.43,4.14,Demographic,6.98,1.63,1.42,9.74,63.95,121.27,-1.29,0.68,45.22,6,0.37,0.98
e8bc4bb3-d39a-421d-acf3-9a51f8baead5,2026-06-17,CAMP-8721,Upsell,Website Banner,5.67,2.02,29.15,3.32,Geographic,7.28,8.4,6.15,6.44,18.69,125.21,5.9,0.83,24.7,6,0.22,0.67
254a4c48-17c4-4e92-922b-46a945c8032a,2026-03-27,CAMP-8896,Awareness,Social Media,1.58,4.97,5.96,0.22,Demographic,9.8,5.04,1.01,20.89,79.84,152.49,8.56,0.69,44.44,36,0.45,0.94
a987c589-27a9-4b69-9917-7ceddd5d6b9f,2026-03-31,CAMP-6774,Promotional,Email,6.37,4.09,18.56,2.92,Demographic,4.78,10.78,4.64,8.05,32.86,81,4.82,0.56,47.68,31,0.22,0.98
736eed2f-8090-46e9-8a42-c5aea634406a,2026-06-20,CAMP-6024,Retention,App Push,5.26,2.72,21.87,4.89,Demographic,8.5,13.2,2.7,23.57,66.55,264.49,-0.75,0.61,22.4,15,0.31,0.69
39d52a8a-626d-4a27-afc7-fce24d705751,2025-10-17,CAMP-3497,Awareness,Email,6.79,4.62,26.02,0.71,Demographic,7.27,3.74,1.63,29.28,51.7,258.3,3.77,0.76,13.87,31,0.45,0.78
4e56bcb4-079b-4f23-94ff-0ac532da16fd,2025-08-09,CAMP-8383,Promotional,SMS,3.96,2.83,25.76,4.85,Behavioral,8.75,12.82,3.29,20.55,25.45,225.99,4.49,0.8,42.83,33,0.4,0.75
33af6673-1b19-45b2-8dda-6e0d7e25bde9,2025-12-10,CAMP-4428,Upsell,Website Banner,7.04,1.51,13.72,4.8,Geographic,3.22,4.4,8.47,26.76,92.28,299.8,3.87,0.74,32.77,24,0.42,0.65
80add78e-a0f0-425e-a112-5a7829d40106,2026-04-22,CAMP-7630,Upsell,SMS,1.97,4.79,12.46,1.09,Behavioral,2.8,9.87,3.83,25.04,44.48,66.75,7.79,0.74,26.1,13,0.36,0.92
876a0ead-6c7e-4412-b672-03ed68d4f074,2026-05-10,CAMP-3740,Upsell,Website Banner,8.19,1.57,14.72,2.25,Behavioral,3.24,9.57,5.63,26.06,64.13,143.66,0.29,0.87,26.71,9,0.35,0.77
b7ce0a1d-644e-47aa-8a96-07900e74b09d,2025-08-07,CAMP-6268,Promotional,Email,4.8,3.55,25.76,3.48,Behavioral,2.31,6.47,3.7,29.38,13.61,293.87,0.6,0.89,39.06,2,0.25,0.95
0bc9d664-3a41-418e-a579-e9d6a2c143a7,2026-03-22,CAMP-4922,Promotional,Website Banner,2.11,4.54,11.91,4.35,Behavioral,5.42,8.12,5.84,20.79,75.24,161.68,5.77,0.88,13.74,25,0.16,0.68
bdd1cd1b-e5fd-43eb-aed6-f58f79676376,2026-05-05,CAMP-8148,Promotional,Website Banner,3.62,4.23,28.4,4.52,Geographic,4.22,1.68,5.39,28.23,64.1,133.73,-1.46,0.94,13.64,10,0.1,0.71
61bcfe86-b664-4e14-99e4-a30f176c7f35,2025-07-25,CAMP-8252,Retention,App Push,8.9,2.36,19.92,4.03,Geographic,3.11,12.3,7.23,28.58,91.07,217.7,2.56,0.66,12.53,16,0.36,0.77
92937d13-c19e-412b-a098-c67648be3da8,2026-02-20,CAMP-5229,Awareness,Social Media,8.85,1.96,20.85,4.62,Geographic,2.91,6.31,3.96,13.93,66.73,209.42,7.24,0.93,22.01,15,0.3,0.88
e25e61a0-8f27-4869-8317-70a18b18a4db,2025-12-14,CAMP-4494,Upsell,Website Banner,2.97,4.59,29.86,2.39,Behavioral,1.31,14.24,7.31,27.33,95.49,248.54,-0.71,0.7,41.29,15,0.26,0.64
822d5c21-4a84-40c2-91ab-40799ecf5670,2026-03-22,CAMP-4054,Upsell,App Push,7.3,3.95,24.31,0.9,Demographic,7.95,8.27,6.25,23.57,24.55,108.7,-1.44,0.63,19.92,1,0.29,0.66
3a06bd90-0239-443c-b357-072e3eaa1646,2026-05-21,CAMP-6757,Awareness,Website Banner,3.36,1.2,13.98,2.98,Geographic,9.73,13.93,9.67,16.07,71.97,181.26,9.71,0.89,21.57,3,0.16,0.9
d11f03f3-18e0-4cd9-a65e-16afb776a49d,2025-09-04,CAMP-8328,Retention,SMS,6.09,2.55,7.23,4.89,Behavioral,8.75,12.16,5.05,26.68,15.44,82.47,-1.62,0.61,36.14,32,0.29,0.99
b36548d2-2aea-444b-93df-0feddccad156,2025-11-25,CAMP-2429,Awareness,Website Banner,5.86,3.56,28.37,0.47,Geographic,6.62,3.74,3.31,17.54,90.19,295.9,-1.63,0.6,16.89,17,0.38,0.75
7271f5b4-082c-4c76-96a0-cbc02c603611,2026-03-19,CAMP-8104,Retention,SMS,8.68,2.52,21.22,0.35,Behavioral,9.15,5.51,5.11,15.79,85.36,216.29,5.73,0.81,32.07,36,0.45,0.87
1694179b-b83e-4d7f-8485-6d618fb408dd,2025-09-23,CAMP-8910,Promotional,Social Media,7.48,0.67,16.73,1.53,Behavioral,3.29,8.11,8.7,18.71,29.96,222.08,7.97,0.7,32.11,13,0.2,0.83
b8e23163-556d-4e9d-9e03-fbbc53bdbcf5,2026-07-24,CAMP-5205,Awareness,Email,3.21,3.23,26.3,0.23,Geographic,9.54,9.87,3.69,10,20.96,276.85,6.41,0.61,16.83,4,0.46,0.61
3bdeeb98-6949-4690-93e0-4cee48754811,2025-08-13,CAMP-3066,Promotional,SMS,5.97,3.07,7.7,3.09,Demographic,6.69,14.57,1.16,18.68,16.44,198.73,8.92,0.63,22.71,41,0.25,0.76
fb8bd6b9-0eaf-42f5-9f6a-b470036e080f,2025-12-07,CAMP-5394,Awareness,SMS,1.27,2.81,23.77,1.77,Demographic,4.02,14.65,1.11,7.84,15.89,147.81,5.13,0.7,27.39,12,0.38,0.87
15ba91a7-ee03-4ec8-ba98-1343ef26a263,2026-04-22,CAMP-8017,Awareness,SMS,8.63,3.06,10.6,0.32,Behavioral,9.04,13.37,9.89,13.68,94.42,243.91,5.54,0.63,26.13,9,0.15,0.98
4b2f3579-3db3-4af9-8315-181bc39ecf12,2025-09-01,CAMP-7590,Promotional,SMS,4.71,4.68,15.36,4.55,Geographic,7.76,12.92,4.32,10.62,64.68,67.41,3.54,0.57,27.35,21,0.25,0.72
16fdc133-6e59-4052-8239-60e17405a7bb,2026-01-15,CAMP-4521,Upsell,Social Media,2.44,1.06,8.83,3.75,Demographic,8.7,14.65,4.43,21.57,19.98,278.92,2.15,0.76,41.08,30,0.32,0.69
a7317148-ed32-4cad-bdff-906fdc0f612b,2026-05-02,CAMP-5571,Promotional,Website Banner,9.96,3.02,16.8,1.56,Geographic,7.33,7.92,4.08,15.74,27.84,134.93,0.96,0.76,49.76,36,0.14,0.6
cc6fd052-1486-4be3-b16d-05c210415a58,2026-07-09,CAMP-8337,Awareness,SMS,2.23,2.23,8.77,2.37,Demographic,3.9,1.22,6.82,23.73,62.63,174.44,8.58,0.67,39.78,13,0.23,0.86
8846b2a9-66a3-455e-8887-b183da33935f,2026-01-27,CAMP-7462,Retention,Social Media,9.71,3.39,11.29,2.59,Geographic,6.54,8.93,7.05,26.08,98.52,122.57,1.33,0.83,35.61,11,0.42,0.85
0566b504-7e98-40cd-a6b7-a809a37656cc,2025-10-19,CAMP-1332,Retention,App Push,4.39,0.74,5.31,4.75,Demographic,5.48,8.8,8.57,15.02,31.89,249.33,3.63,0.62,38.41,22,0.44,0.84
0c5d7c83-6516-444f-a967-9b79470351cd,2026-02-09,CAMP-9642,Promotional,Social Media,2.89,3.27,11.17,0.35,Geographic,8.69,2.22,6.61,6.01,78.04,159.59,9.24,1,48.28,36,0.32,0.9
970502a3-83db-463a-b684-93bf86e0216d,2025-10-09,CAMP-1765,Retention,Email,2.17,0.62,28.92,4.5,Behavioral,6.58,12.73,9.29,11.41,43.75,267.69,0.92,0.89,26.68,15,0.11,0.9
eb843809-1a8f-4518-8f74-1d2ddeba7929,2026-05-14,CAMP-3075,Promotional,Email,4.3,4.16,5.86,2.12,Demographic,7.58,14.05,5.75,5.24,35.45,271.36,5.09,0.71,25.5,32,0.35,0.6
ffe508f4-243c-432a-a6b2-8eb530743376,2025-09-01,CAMP-1663,Retention,Social Media,7.54,1.86,17.07,2.11,Demographic,6.46,10.67,9.94,11.24,48.05,66.16,5.83,0.93,16.63,25,0.46,0.83
8dd019b8-5b4f-4530-b206-56b766290a06,2025-12-14,CAMP-3553,Upsell,Email,9.96,2.55,12.94,3.02,Behavioral,1.6,11.61,9.02,8.12,45.28,298.42,9.6,0.84,40.76,38,0.3,0.62
5d714776-d8c0-49e4-976b-9c0cacfcf3d9,2026-05-30,CAMP-1815,Awareness,SMS,3.83,3.91,12.23,4.43,Geographic,1.08,14.7,5.31,6.51,28.19,90.79,0.91,0.77,35.31,18,0.3,0.98
5b1d1347-bcd0-4964-a323-f893817dac82,2026-03-14,CAMP-7286,Retention,Social Media,3.45,2.36,20.56,4.62,Geographic,1.98,4.61,8.16,9.84,99.4,116.09,-1.17,0.57,30.19,5,0.35,0.67
b735f3a4-1b82-44cc-9c5d-aa0f6feaf0af,2026-04-10,CAMP-3217,Promotional,Social Media,8.49,2.56,5.25,3.85,Behavioral,9.54,8.49,1.23,14.23,76.04,61.27,-1.17,0.85,47.69,23,0.1,0.87
53ded176-5341-4c3a-9178-d4b2f204fd26,2026-01-10,CAMP-2603,Upsell,Website Banner,8.12,2.77,24.39,2.42,Geographic,6.95,4.11,6.19,18.07,17.62,148.2,-1.46,0.73,14.32,28,0.22,0.74
babee924-b0ff-44a4-9b5f-bf24eba6118c,2025-09-26,CAMP-4799,Retention,Email,8.63,3.05,29.18,4.71,Behavioral,6.37,7.37,2.94,10.91,22.1,108.84,8.04,0.72,25.56,4,0.4,0.92
f39b6f58-df12-468c-a949-3d6c31421a4c,2026-04-09,CAMP-8838,Awareness,SMS,1.24,3.03,12.18,1.52,Behavioral,6.45,12.45,9.54,16.4,91.17,293.29,6.99,0.82,39.55,39,0.16,0.81
251a70be-a8b7-47ba-98a6-b616719c95a0,2026-06-07,CAMP-1236,Retention,Website Banner,3.65,2.04,14.73,2.01,Demographic,0.92,11.23,1.48,13.97,50,162.52,4.72,0.71,16.08,20,0.28,0.65
9c031c4d-e526-410d-999d-26a8286feeeb,2025-08-27,CAMP-6065,Retention,Email,3.82,3.62,27.29,0.6,Behavioral,5.99,4.64,1.35,7.53,10.74,254.51,0.32,0.82,41.09,44,0.28,0.65
0047fe03-52c3-4b36-a858-7a33e5ea230b,2025-10-26,CAMP-5939,Awareness,Website Banner,3.49,4.39,9.19,1.84,Demographic,2.99,4.75,9.85,13.51,17.13,248.16,3.45,0.71,13.83,15,0.15,0.61
5496a865-d7fd-471d-b0aa-cd61ad7c993f,2026-07-24,CAMP-6357,Upsell,SMS,9.32,2.53,12.98,0.85,Geographic,9.68,13.35,7.7,10.61,22.23,261.42,0.39,0.71,30.29,5,0.26,0.95
ad776819-40b8-4d18-b698-4dab124d7a72,2025-08-30,CAMP-9336,Retention,SMS,9.83,4.24,24.86,3.84,Behavioral,4.84,3.31,9.12,9.46,55.47,50.75,8.57,0.84,43.66,27,0.29,0.65
94da02ff-621c-4f07-aaf9-a4f157505735,2025-09-12,CAMP-2196,Upsell,App Push,7.74,1.69,11.88,0.81,Demographic,8.84,6.04,6.37,12.66,31.5,283.97,6.41,0.61,20.45,36,0.22,0.72
